Applicant Name,Funding Band,Year,Amount,Period,Type
Walk The Plank,1,2020,145657,2018-2022,Grant
Walsall Council,2,2020,881487,2018-2022,Grant
Wasafiri Ltd,1,2020,59413,2018-2022,Grant
Watermill Theatre,2,2020,450386,2018-2022,Grant
Watershed Arts Trust Ltd,2,2020,744289,2018-2022,Grant
Waterside Artists Co-operative Limited,1,2020,67079,2018-2022,Grant
Watts Gallery Trust,1,2020,100000,2018-2022,Grant
Wavendon Allmusic Plan Ltd,2,2020,379223,2018-2022,Grant
Welsh National Opera,3,2020,6123000,2018-2022,Grant
West Yorkshire Print Workshop,1,2020,54366,2018-2022,Grant
Whitechapel Gallery,3,2020,1510168,2018-2022,Grant
Whitstable Biennale,1,2020,240000,2018-2022,Grant
Wiltshire Music Centre Trust Ltd,1,2020,101675,2018-2022,Grant
Wired Aerial Theatre Ltd,1,2020,165000,2018-2022,Grant
Wise Children,2,2020,475000,2018-2022,Grant
Without Walls,3,2020,1200000,2018-2022,Grant
Wolverhampton City Council,1,2020,167755,2018-2022,Grant
Woodhorn Charitable Trust,1,2020,200000,2018-2022,Grant
Workplace Foundation,1,2020,105409,2018-2022,Grant
World Heart Beat Music Academy,1,2020,85000,2018-2022,Grant
Writers' Centre Norwich,2,2020,498405,2018-2022,Grant
Writing East Midlands,1,2020,125725,2018-2022,Grant
Writing on the Wall,1,2020,76661,2018-2022,Grant
Writing West Midlands,1,2020,181044,2018-2022,Grant
Wysing Arts Centre,2,2020,456768,2018-2022,Grant
Yaram Arts CIC,1,2020,79900,2018-2022,Grant
Yellow Earth Theatre Company,1,2020,175000,2018-2022,Grant
York Citizen's Theatre Trust,2,2020,587254,2018-2022,Grant
York Museums Trust,SSO,2020,338982,2018-2022,Grant
York Museums Trust,3,2020,1230000,2018-2022,Grant
Yorkshire Artspace Society Ltd,1,2020,71870,2018-2022,Grant
Yorkshire Dance Centre Trust,2,2020,325794,2018-2022,Grant
Yorkshire Sculpture Park,3,2020,1312646,2018-2022,Grant
Young Vic Company,3,2020,1760143,2018-2022,Grant
Youth Music Theatre UK,1,2020,77519,2018-2022,Grant
Z-arts,2,2020,255000,2018-2022,Grant
ZENDEH Productions,1,2020,100678,2018-2022,Grant
ZoieLogic Dance Theatre,1,2020,195300,2018-2022,Grant
ZooNation Ltd,1,2020,249999,2018-2022,Grant
1927,1,2021,217000,2018-2022,Grant
2 Faced Dance Company Limited,1,2021,192000,2018-2022,Grant
20 Stories High,1,2021,211905,2018-2022,Grant
A New Direction London Limited,SSO,2021,1506375,2018-2022,Grant
A Space Arts,1,2021,100000,2018-2022,Grant
AA2A Limited,SSO,2021,40000,2018-2022,Grant
Abandon Normal Devices,1,2021,135000,2018-2022,Grant
Academy of Circus Arts and Physical Theatre t/a Circomedia,1,2021,106552,2018-2022,Grant
Access All Areas,1,2021,125000,2018-2022,Grant
ACE Dance and music,2,2021,397996,2018-2022,Grant
acta community theatre ltd,1,2021,80000,2018-2022,Grant
Action Hero,1,2021,92000,2018-2022,Grant
Action Space London Events,1,2021,88416,2018-2022,Grant
Action Transport Theatre,1,2021,120696,2018-2022,Grant
Activate Performing Arts Ltd,2,2021,279250,2018-2022,Grant
Actors Touring Company,1,2021,207773,2018-2022,Grant
Africa Oye Limited,1,2021,163449,2018-2022,Grant
AIR in G (Arts in Rural Gloucestershire) Ltd,1,2021,42243,2018-2022,Grant
Akademi,1,2021,215000,2018-2022,Grant
Akram Khan Dance Company,2,2021,500610,2018-2022,Grant
Albatross Arts Project,1,2021,40232,2018-2022,Grant
Almeida Theatre Company Limited,2,2021,675499,2018-2022,Grant
Amber Film & Photography Collective,1,2021,120000,2018-2022,Grant
a-n The Artists Information Company,SSO,2021,212754,2018-2022,Grant
And Other Stories Publishing CIC,1,2021,74000,2018-2022,Grant
Applause Rural Touring,1,2021,145000,2018-2022,Grant
Apples and Snakes,2,2021,455000,2018-2022,Grant
Arcola Theatre Production Company,2,2021,301738,2018-2022,Grant
Arena Theatre (University of Wolverhampton),1,2021,110069,2018-2022,Grant
Art Asia Trust Limited,1,2021,95827,2018-2022,Grant
Art Gene Limited,1,2021,110000,2018-2022,Grant
Art Monthly,1,2021,40232,2018-2022,Grant
Art Services Grants Ltd,1,2021,221221,2018-2022,Grant
Artcore,1,2021,160000,2018-2022,Grant
Artichoke Trust,2,2021,468134,2018-2022,Grant
Artlink Hull,1,2021,65347,2018-2022,Grant
Artlink West Yorkshire,1,2021,60406,2018-2022,Grant
ArtReach (Trust) Ltd,2,2021,350000,2018-2022,Grant
Arts & Health South West,1,2021,40000,2018-2022,Grant
Arts & Health South West,SSO,2021,95000,2018-2022,Grant
Arts & Heritage (PHC) Plymouth City Council,3,2021,1036500,2018-2022,Grant
Arts Alive,1,2021,58781,2018-2022,Grant
Arts Catalyst,1,2021,130000,2018-2022,Grant
Arts Connect (University of Wolverhampton),SSO,2021,1089890,2018-2022,Grant
Arts Marketing Association,SSO,2021,235643,2018-2022,Grant
Arts&Heritage,SSO,2021,235000,2018-2022,Grant
Artsadmin,2,2021,533072,2018-2022,Grant
Artsreach,1,2021,55319,2018-2022,Grant
Artswork,SSO,2021,1519397,2018-2022,Grant
Artworks Creative Communities,1,2021,57496,2018-2022,Grant
Arvon Foundation,2,2021,388267,2018-2022,Grant
Asian Arts Agency,2,2021,280870,2018-2022,Grant
Aspex Visual Arts Trust,1,2021,112117,2018-2022,Grant
Association for Cultural Enterprises,SSO,2021,198000,2018-2022,Grant
Association of Independent Museums,SSO,2021,300000,2018-2022,Grant
Attitude is Everything,SSO,2021,249700,2018-2022,Grant
Aurora Orchestra,1,2021,91829,2018-2022,Grant
Auto Italia,1,2021,50290,2018-2022,Grant
Autograph ABP,2,2021,700000,2018-2022,Grant
Avant Garde Dance Company,1,2021,221250,2018-2022,Grant
B3 Media Limited,1,2021,180000,2018-2022,Grant
Baby People,1,2021,48418,2018-2022,Grant
Backlit,1,2021,75000,2018-2022,Grant
Balbir Singh Dance Company,1,2021,150460,2018-2022,Grant
Ballet Black,1,2021,220000,2018-2022,Grant
Ballet Lorent Limited,2,2021,399968,2018-2022,Grant
BalletBoyz Ltd,2,2021,300000,2018-2022,Grant
Baltic Flour Mills Visual Arts Trust,3,2021,3158000,2018-2022,Grant
Bamboozle Theatre Company,1,2021,200000,2018-2022,Grant
Barbican Centre,2,2021,480000,2018-2022,Grant
"Barbican Theatre, Plymouth",1,2021,195120,2018-2022,Grant
Barnsley Civic Enterprise Ltd,1,2021,160000,2018-2022,Grant
Barnsley Museums,2,2021,466500,2018-2022,Grant
Battersea Arts Centre,2,2021,693897,2018-2022,Grant
BCB,1,2021,175000,2018-2022,Grant
BE FESTIVAL CIC,1,2021,145000,2018-2022,Grant
Beaford Arts,1,2021,95894,2018-2022,Grant
Beamish Museum,2,2021,436776,2018-2022,Grant
Beatfreeks,1,2021,124600,2018-2022,Grant
Beavers Arts Ltd.,1,2021,80000,2018-2022,Grant
Bedford Creative Arts,1,2021,143740,2018-2022,Grant
Belgrade Theatre Trust (Coventry) Ltd,2,2021,942215,2018-2022,Grant
Bermondsey Artists’ Group,1,2021,134006,2018-2022,Grant
Bernard Leach Trust Limited  (Leach Pottery),1,2021,40000,2018-2022,Grant
Berwick Film & Media Arts Festival,1,2021,70000,2018-2022,Grant
Bharatiya Vidya Bhavan Ltd,1,2021,128999,2018-2022,Grant
Eastside Projects,1,2021,123415,2018-2022,Grant
Birmingham Contemporary Music Group,2,2021,319653,2018-2022,Grant
Birmingham LGBT,1,2021,91500,2018-2022,Grant
Birmingham Museums Trust,3,2021,1007568,2018-2022,Grant
Birmingham Opera Company,2,2021,477644,2018-2022,Grant
Birmingham Repertory Theatre,3,2021,1833953,2018-2022,Grant
Birmingham Royal Ballet,3,2021,7891000,2018-2022,Grant
Black Bird/Red Rose Productions,1,2021,200000,2018-2022,Grant
Black Country Living Museum Trust,2,2021,550000,2018-2022,Grant
Black Country Touring,1,2021,143497,2018-2022,Grant
Blackpool Grand Theatre (Arts & Entertainment) Ltd,1,2021,209992,2018-2022,Grant
Blast Theory,1,2021,134157,2018-2022,Grant
Blind Summit Education,1,2021,75435,2018-2022,Grant
Bloodaxe Books Ltd,1,2021,92032,2018-2022,Grant
Blue Elephant Theatre,1,2021,72500,2018-2022,Grant
BOM (Birmingham Open Media),1,2021,142600,2018-2022,Grant
Book Works,1,2021,176512,2018-2022,Grant
Borough of Poole Museum Service,2,2021,319500,2018-2022,Grant
Boundless Theatre,1,2021,186063,2018-2022,Grant
Bournemouth Borough Council,1,2021,150000,2018-2022,Grant
Bournemouth Symphony Orchestra,3,2021,2554790,2018-2022,Grant
Bow Arts Trust,1,2021,50290,2018-2022,Grant
Boy Blue Entertainment,1,2021,200000,2018-2022,Grant
Brass Bands England,SSO,2021,207000,2018-2022,Grant
Bridport Arts Centre,1,2021,57412,2018-2022,Grant
Brighton & Hove City Council,2,2021,698507,2018-2022,Grant
Brighton Dome & Festival Limited,3,2021,1149921,2018-2022,Grant
Bristol Cultural Development Partnership,1,2021,50290,2018-2022,Grant
Bristol Museums,3,2021,1339670,2018-2022,Grant
Bristol Music Trust,2,2021,325000,2018-2022,Grant
Bristol Old Vic and Theatre Royal Trust Ltd,3,2021,1228381,2018-2022,Grant
British Motor Industry Heritage Trust,1,2021,220000,2018-2022,Grant
British Underground Ltd,1,2021,151406,2018-2022,Grant
British Youth Opera,1,2021,42621,2018-2022,Grant
Britten Sinfonia,2,2021,399261,2018-2022,Grant
Brownswood Music Ltd,1,2021,89000,2018-2022,Grant
b-side Multimedia Festival CIC,1,2021,133651,2018-2022,Grant
Bucks County Museum,1,2021,100000,2018-2022,Grant
Bureau of Silly Ideas,1,2021,40232,2018-2022,Grant
Burnley Youth Theatre,1,2021,63365,2018-2022,Grant
Burton Art Gallery and Museum,1,2021,83600,2018-2022,Grant
Buxton Arts Festival Ltd,1,2021,120000,2018-2022,Grant
Camden Arts Centre,2,2021,919673,2018-2022,Grant
Camden People's Theatre,1,2021,70000,2018-2022,Grant
Candoco Dance Company,2,2021,447889,2018-2022,Grant
CapeUK,SSO,2021,1024721,2018-2022,Grant
Capsule Events Ltd,1,2021,175000,2018-2022,Grant
Carcanet Press Limited,1,2021,120696,2018-2022,Grant
Cardboard Citizens,1,2021,160000,2018-2022,Grant
Carnival Village Trust,2,2021,400000,2018-2022,Grant
Carousel Project,1,2021,197488,2018-2022,Grant
Cast,2,2021,320000,2018-2022,Grant
Castlefield Gallery,1,2021,70000,2018-2022,Grant
Cause4,SSO,2021,500000,2018-2022,Grant
Centre for Chinese Contemporary Art,2,2021,287481,2018-2022,Grant
Chapel Arts Studios,1,2021,145002,2018-2022,Grant
Charnwood Arts,1,2021,131759,2018-2022,Grant
Chatham Historic Dockyard Trust,1,2021,245000,2018-2022,Grant
Cheek by Jowl,1,2021,245677,2018-2022,Grant
Cheltenham Festivals,1,2021,213551,2018-2022,Grant
Cheshire Dance,1,2021,88208,2018-2022,Grant
Cheshire West and Chester Council,1,2021,87398,2018-2022,Grant
Chester Performing Arts Centre Ltd,1,2021,223895,2018-2022,Grant
Chichester Festival Theatre,3,2021,1740214,2018-2022,Grant
Children's Discovery Centre East London,1,2021,93870,2018-2022,Grant
China Plate,1,2021,249000,2018-2022,Grant
Chinese Arts Space,1,2021,175000,2018-2022,Grant
Chisenhale Gallery,1,2021,165378,2018-2022,Grant
Chris Goode and Company,1,2021,100000,2018-2022,Grant
Christ Church Oxford United Clubs Ltd,2,2021,475527,2018-2022,Grant
Chrysalis Arts Development Ltd,1,2021,100678,2018-2022,Grant
Cinderford Artspace,1,2021,47948,2018-2022,Grant
City Arts Nottingham,1,2021,103408,2018-2022,Grant
City of Birmingham Symphony orchestra,3,2021,2180983,2018-2022,Grant
Clean Break Theatre Company Ltd,1,2021,216195,2018-2022,Grant
Clod Ensemble,1,2021,120696,2018-2022,Grant
Cohesion Plus Kent,1,2021,104375,2018-2022,Grant
Colchester Arts Centre,1,2021,190695,2018-2022,Grant
Colchester Borough Council,1,2021,199250,2018-2022,Grant
Colchester Mercury Theatre Ltd.,2,2021,777378,2018-2022,Grant
Collar and TIE Ltd,1,2021,71383,2018-2022,Grant
Collections Trust,SSO,2021,230000,2018-2022,Grant
Collective Encounters,1,2021,80015,2018-2022,Grant
Comma Press,1,2021,83160,2018-2022,Grant
Common Wealth,1,2021,145000,2018-2022,Grant
Commonword Enterprises Limited,1,2021,94247,2018-2022,Grant
Community and Cultural Services,1,2021,173745,2018-2022,Grant
Community Arts North West,1,2021,191102,2018-2022,Grant
Community Music Ltd,1,2021,133961,2018-2022,Grant
Company Chameleon,1,2021,249999,2018-2022,Grant
Compton Verney House Trust,1,2021,150000,2018-2022,Grant
Coney Ltd,1,2021,122828,2018-2022,Grant
Contemporary Art Society,1,2021,168324,2018-2022,Grant
Contemporary Dance Trust,3,2021,1793985,2018-2022,Grant
Continental Drifts,1,2021,119996,2018-2022,Grant
Corali,1,2021,100000,2018-2022,Grant
Corby Cube Theatre Trust,1,2021,140812,2018-2022,Grant
Corn Exchange (Newbury) Trust,1,2021,235000,2018-2022,Grant
Cornwall Museums Partnership,2,2021,610000,2018-2022,Grant
Counterpoints Arts,1,2021,80000,2018-2022,Grant
Crafts Council,3,2021,2503853,2018-2022,Grant
Craftspace,1,2021,211553,2018-2022,Grant
Create Gloucestershire,SSO,2021,70756,2018-2022,Grant
Create London,1,2021,150000,2018-2022,Grant
Create Studios Digital Media CIC,1,2021,95000,2018-2022,Grant
Creative & Cultural Skills,SSO,2021,478700,2018-2022,Grant
Creative Arts East,1,2021,150000,2018-2022,Grant
Creative Foundation,2,2021,400000,2018-2022,Grant
Creative Kernow Ltd,1,2021,212675,2018-2022,Grant
Creative Sector Services CIC,SSO,2021,696000,2018-2022,Grant
Creative Skillset,SSO,2021,300000,2018-2022,Grant
Creativity Works,1,2021,90522,2018-2022,Grant
Crescent Arts,1,2021,69789,2018-2022,Grant
Crying Out Loud,1,2021,211217,2018-2022,Grant
Cubitt Artists Limited,1,2021,112095,2018-2022,Grant
Culture Coventry,2,2021,400000,2018-2022,Grant
Culture Squared CIC,2,2021,300000,2018-2022,Grant
"Culture, Learning and Libraries (Midlands) - Library Service",1,2021,249999,2018-2022,Grant
Culture24,SSO,2021,296000,2018-2022,Grant
CultureMix Arts Ltd,1,2021,90000,2018-2022,Grant
Cumbria Theatre Trust,2,2021,604067,2018-2022,Grant
curious directive,1,2021,89818,2018-2022,Grant
Curious Minds,SSO,2021,1335323,2018-2022,Grant
DaDaFest,1,2021,193052,2018-2022,Grant
Daily Life Ltd,1,2021,88510,2018-2022,Grant
Dance City,2,2021,553857,2018-2022,Grant
Dance Consortium,2,2021,489367,2018-2022,Grant
Dance Umbrella,2,2021,352028,2018-2022,Grant
Dance United Yorkshire,1,2021,90000,2018-2022,Grant
Dance4,2,2021,591014,2018-2022,Grant
DanceEast,2,2021,810153,2018-2022,Grant
Dancefest,1,2021,85493,2018-2022,Grant
Darbar Arts Culture Heritage Trust,1,2021,245000,2018-2022,Grant
darts (Doncaster Community Arts),1,2021,130881,2018-2022,Grant
Dash Arts Ltd,1,2021,90000,2018-2022,Grant
De La Warr Pavilion,2,2021,508430,2018-2022,Grant
Deafinitely Theatre,1,2021,212110,2018-2022,Grant
Déda,2,2021,343374,2018-2022,Grant
Dedalus Limited,1,2021,40000,2018-2022,Grant
Derby Museums,2,2021,392870,2018-2022,Grant
Derby QUAD Ltd,2,2021,457753,2018-2022,Grant
Design Museum,1,2021,170000,2018-2022,Grant
Disability Arts in Shropshire,1,2021,120000,2018-2022,Grant
Disability Arts Online,1,2021,100000,2018-2022,Grant
Diverse City,2,2021,480000,2018-2022,Grant
Doncaster Heritage Services,1,2021,100000,2018-2022,Grant
Donmar Warehouse Projects Ltd,2,2021,504619,2018-2022,Grant
Doorstep Arts,1,2021,95561,2018-2022,Grant
Drake Music,1,2021,194045,2018-2022,Grant
Drawing Room,1,2021,50289,2018-2022,Grant
dreamthinkspeak,1,2021,150927,2018-2022,Grant
Duckie,1,2021,142492,2018-2022,Grant
Durham County Council,2,2021,415000,2018-2022,Grant
East London Dance,1,2021,241391,2018-2022,Grant
East Midlands Jazz CIC,1,2021,77446,2018-2022,Grant
East Street Arts,1,2021,154960,2018-2022,Grant
East Street Arts,SSO,2021,180000,2018-2022,Grant
Eastern Angles Theatre Company Ltd,1,2021,220402,2018-2022,Grant
Eastside Educational Trust,1,2021,50788,2018-2022,Grant
Eclipse Theatre Company Ltd,1,2021,249501,2018-2022,Grant
Eden Arts,1,2021,100000,2018-2022,Grant
emccan CIC,1,2021,150725,2018-2022,Grant
Emergency Exit Arts,1,2021,117924,2018-2022,Grant
English Folk Dance and Song Society,2,2021,432046,2018-2022,Grant
English Folk Expo,SSO,2021,95000,2018-2022,Grant
English National Ballet,3,2021,6214000,2018-2022,Grant
English National Opera,3,2021,12380000,2018-2022,Grant
English PEN,1,2021,229984,2018-2022,Grant
English Stage Company Limited,3,2021,2311234,2018-2022,Grant
English Touring Opera Ltd,3,2021,1743322,2018-2022,Grant
English Touring Theatre Ltd,2,2021,679794,2018-2022,Grant
Entelechy Arts Ltd,1,2021,80348,2018-2022,Grant
Essex Cultural Diversity Project,1,2021,150000,2018-2022,Grant
Ex Cathedra Ltd,1,2021,57681,2018-2022,Grant
Exeter City Council,2,2021,607191,2018-2022,Grant
Exeter Northcott Theatre,1,2021,125000,2018-2022,Grant
Exeter Phoenix,1,2021,125725,2018-2022,Grant
Extant,1,2021,156000,2018-2022,Grant
Eye Music Trust,1,2021,102205,2018-2022,Grant
Fabrica,1,2021,177575,2018-2022,Grant
FACT,3,2021,1005909,2018-2022,Grant
Farnham Maltings Association,2,2021,845780,2018-2022,Grant
Fevered Sleep,1,2021,201160,2018-2022,Grant
FIERCE! Festival,1,2021,130612,2018-2022,Grant
Film and Video Umbrella,2,2021,379321,2018-2022,Grant
Film London,2,2021,321904,2018-2022,Grant
Firstsite Ltd,2,2021,814527,2018-2022,Grant
Flatpack Projects,1,2021,110000,2018-2022,Grant
Focal Point Gallery,1,2021,186384,2018-2022,Grant
Forced Entertainment Ltd,1,2021,249500,2018-2022,Grant
Forma Arts and Media Limited,2,2021,259677,2018-2022,Grant
Forward Arts Foundation,1,2021,47914,2018-2022,Grant
Foundation for Community Dance t/a People Dancing,1,2021,190095,2018-2022,Grant
Frantic Theatre Company Ltd,1,2021,221189,2018-2022,Grant
Free Word,1,2021,239567,2018-2022,Grant
Freedom Festival Arts Trust,1,2021,249999,2018-2022,Grant
Freedom Studios,1,2021,140949,2018-2022,Grant
Friction Arts,1,2021,67500,2018-2022,Grant
Fuel Productions,1,2021,201160,2018-2022,Grant
Furtherfield.org,1,2021,78388,2018-2022,Grant
Future Everything CIC,1,2021,81453,2018-2022,Grant
Gecko Theatre,1,2021,220402,2018-2022,Grant
Gem Arts,1,2021,120000,2018-2022,Grant
Generator North East,1,2021,156051,2018-2022,Grant
Global Grooves,1,2021,125000,2018-2022,Grant
Gloucestershire Everyman Theatre Ltd,2,2021,377547,2018-2022,Grant
Glyndebourne Productions Ltd,3,2021,1629055,2018-2022,Grant
Goole Town Council,1,2021,68995,2018-2022,Grant
Graeae Theatre Company Ltd,2,2021,564399,2018-2022,Grant
Grand Union,1,2021,98000,2018-2022,Grant
Great Georges Community Cultural Project Ltd,1,2021,110000,2018-2022,Grant
Greater Manchester Arts Centre Ltd,3,2021,1297513,2018-2022,Grant
Greenwich+Docklands Festivals,1,2021,249500,2018-2022,Grant
Grimm & Co,1,2021,115000,2018-2022,Grant
Grizedale Arts,1,2021,197696,2018-2022,Grant
Grundy Art Gallery,1,2021,43122,2018-2022,Grant
Gulbenkian Theatre,2,2021,273769,2018-2022,Grant
hÅb,1,2021,70406,2018-2022,Grant
Hackney Empire Ltd,2,2021,368514,2018-2022,Grant
Half Moon Young People's Theatre,1,2021,217451,2018-2022,Grant
Halle Concerts Society,3,2021,2083674,2018-2022,Grant
Hampstead Theatre Ltd,2,2021,752607,2018-2022,Grant
Harrogate Theatre,1,2021,140909,2018-2022,Grant
Havering Theatre Trust,2,2021,277032,2018-2022,Grant
Headlong Theatre Ltd,2,2021,679794,2018-2022,Grant
Heads Together Productions Limited,1,2021,46605,2018-2022,Grant
Heart n Soul,2,2021,299395,2018-2022,Grant
Heart of Glass,2,2021,350000,2018-2022,Grant
Helix Arts Ltd,1,2021,108342,2018-2022,Grant
Higher Rhythm Ltd,1,2021,54000,2018-2022,Grant
Highlights Productions,1,2021,119800,2018-2022,Grant
HighTide Festival Productions LTD,1,2021,191654,2018-2022,Grant
Hofesh Shechter Company,2,2021,383307,2018-2022,Grant
Home Live Art,1,2021,75435,2018-2022,Grant
Homotopia Limited,1,2021,100000,2018-2022,Grant
Hoot Creative Arts,1,2021,40166,2018-2022,Grant
Horniman Museum and Gardens,2,2021,946678,2018-2022,Grant
Hounslow Arts Trust Ltd,1,2021,120696,2018-2022,Grant
Huddersfield Contemporary Music Festival,1,2021,241627,2018-2022,Grant
Hull City Council,2,2021,996409,2018-2022,Grant
Hull Truck Theatre,2,2021,790680,2018-2022,Grant
Ikon Gallery,3,2021,1009728,2018-2022,Grant
Ilkley Literature Festival Ltd,1,2021,137424,2018-2022,Grant
ILUVLIVE,1,2021,103856,2018-2022,Grant
imitating the dog,1,2021,188000,2018-2022,Grant
Impressions Gallery of Photography Limited,1,2021,202281,2018-2022,Grant
Improbable,1,2021,216533,2018-2022,Grant
In Between Time,1,2021,191102,2018-2022,Grant
Index on Censorship,SSO,2021,43122,2018-2022,Grant
Inner City Music Ltd,1,2021,180000,2018-2022,Grant
Inpress Ltd,SSO,2021,158489,2018-2022,Grant
In-Situ,1,2021,139000,2018-2022,Grant
Institute of Contemporary Arts,2,2021,862441,2018-2022,Grant
Institute of Fundraising,SSO,2021,107958,2018-2022,Grant
