Applicant Name,Funding Band,Alternative Name,Area,ACE Region,ONS Region,Discipline,Portfolio funded in 2015-18?,Portfolio funding 15/16 - £,Portfolio funding 16/17 - £,Portfolio funding 17/18 - £,TOTAL Portfolio funding 15/18 - £,Portfolio grant 18/19 - £,Portfolio grant 19/20 - £,Portfolio grant 20/21 - £,Portfolio grant 21/22 - £,TOTAL Portfolio grant 18/22 - £,Funding Source (GIA or LOT),% Cash change between 17/18 and 18/19,Notes,Local Authority,Web address,Funding Source Description,Funding Band Description,Bridge Organisation,Technical Uplift,Technical Reduction,Museum Development
Pentabus Arts Ltd,1,,Midlands,West Midlands,West Midlands,Theatre,True,187331,187331,187331,561995,187332,187332,187332,187332,749328,LOT,1.4876476554064862e-06,,Shropshire,http://www.pentabus.co.uk,National Lottery,Band 1,False,False,False,False
People Express,1,,Midlands,East Midlands,East Midlands,Combined arts,True,54312,54312,54312,162938,54313,54313,54313,54313,217252,GIA,5.751704895234077e-06,,South Derbyshire,http://www.people-express.org.uk,Grant in Aid,Band 1,False,False,False,False
People United,1,,South East,South East,South East,Combined arts,True,81452,81452,81452,244358,125000,125000,125000,125000,500000,GIA,0.534632213367021,,Canterbury,http://www.peopleunited.org.uk,Grant in Aid,Band 1,False,False,False,False
People's History Museum,2,National Museum of Labour History,North,North West,North West,Museums,False,0,0,0,0,322000,322000,322000,322000,1288000,GIA,,,Manchester,http://www.phm.org.uk,Grant in Aid,Band 2,False,False,False,False
People's Palace Projects,1,,London,London,London,Combined arts,True,132145,132145,132145,396435,132145,132145,132145,132145,528580,GIA,0,,Tower Hamlets,http://www.peoplespalace.org.uk,Grant in Aid,Band 1,False,False,False,False
Perfect Pitch Musicals Ltd,1,,London,London,London,Theatre,True,107092,107092,107092,321276,107092,107092,107092,107092,428368,GIA,0,,Westminster,http://www.perfectpitchmusicals.com,Grant in Aid,Band 1,False,False,False,False
Performances Birmingham Limited,1,,Midlands,West Midlands,West Midlands,Music,True,80463,80463,80463,241391,80464,80464,80464,80464,321856,GIA,2.3766569112221718e-06,,Birmingham,http://www.thsh.co.uk,Grant in Aid,Band 1,False,False,False,False
Peshkar,1,,North,North West,North West,Combined arts,True,75794,75794,75794,227382,75794,75794,75794,75794,303176,GIA,0,,Oldham,http://www.peshkar.co.uk,Grant in Aid,Band 1,False,False,False,False
Philharmonia Limited,3,,London,London,London,Music,True,2042222,2042222,2042222,6126666,2042222,2042222,2042222,2042222,8168888,GIA,0,,Southwark,http://www.philharmonia.co.uk,Grant in Aid,Band 3,False,False,False,False
Phoenix Dance Theatre,2,,North,Yorkshire,Yorkshire and The Humber,Dance,True,428510,428510,428510,1285531,428510,428510,428510,428510,1714040,LOT,-9.619789844202478e-07,,Leeds,http://www.phoenixdancetheatre.co.uk,National Lottery,Band 2,False,False,False,False
Photofusion,1,,London,London,London,Visual arts,False,0,0,0,0,142895,142895,142895,142895,571580,GIA,,,Lambeth,http://www.photofusion.org,Grant in Aid,Band 1,False,False,False,False
Photoworks,2,,South East,South East,South East,Visual arts,True,268315,268315,268315,804945,268315,268315,268315,268315,1073260,GIA,0,,Brighton and Hove,http://www.photoworks.org.uk,Grant in Aid,Band 2,False,False,False,False
Pilot Theatre Ltd,2,,North,Yorkshire,Yorkshire and The Humber,Theatre,True,329720,329720,329720,989160,329720,329720,329720,329720,1318880,LOT,0,,York,http://www.pilot-theatre.com,National Lottery,Band 2,False,False,False,False
Pioneer Theatres Ltd t/a Theatre Royal Stratford East,3,,London,London,London,Theatre,True,1105506,1105506,1105506,3316518,1105506,1105506,1105506,1105506,4422024,GIA,0,,Newham,http://www.stratfordeast.com,Grant in Aid,Band 3,False,False,False,False
Plymouth Culture,SSO,,South West,South West,South West,Not discipline specific,False,0,0,0,0,133000,133000,133000,133000,532000,GIA,,,Plymouth,http://www.plymouthculture.co.uk,Grant in Aid,Sector Support Organisation,False,False,False,False
Plymouth Music Zone Ltd,1,,South West,South West,South West,Music,False,0,0,0,0,130000,130000,130000,130000,520000,GIA,,,Plymouth,http://www.plymouthmusiczone.org.uk,Grant in Aid,Band 1,False,False,False,False
Pocklington Arts Centre,1,Pocklington Town Council T/A Pocklington Arts Centre,North,Yorkshire,Yorkshire and The Humber,Combined arts,False,0,0,0,0,69500,69500,69500,69500,278000,GIA,,,East Riding of Yorkshire,http://www.pocklingtonartscentre.co.uk,Grant in Aid,Band 1,False,False,False,False
PoemsOnTheUnderground,1,,London,London,London,Literature,True,52705,52705,52705,158115,52705,52705,52705,52705,210820,GIA,0,,Camden,-,Grant in Aid,Band 1,False,False,False,False
Poet in the City,1,,London,London,London,Literature,True,67079,67079,67079,201237,67079,67079,67079,67079,268316,GIA,0,,Islington,http://www.poetinthecity.co.uk,Grant in Aid,Band 1,False,False,False,False
Poetry London,1,,London,London,London,Literature,True,47913,47913,47913,143739,47913,47913,47913,47913,191652,GIA,0,,Lewisham,http://www.poetrylondon.co.uk,Grant in Aid,Band 1,False,False,False,False
Poetry Translation Centre Ltd,1,,London,London,London,Literature,True,124575,124575,124575,373725,124575,124575,124575,124575,498300,GIA,0,,City of London,http://www.poetrytranslation.org,Grant in Aid,Band 1,False,False,False,False
Polish Expats Association cic,1,,Midlands,West Midlands,West Midlands,Visual arts,False,0,0,0,0,97000,97000,97000,97000,388000,GIA,,,Birmingham,http://www.centrala-space.org.uk,Grant in Aid,Band 1,False,False,False,False
Polka Theatre,2,Polka Children's Theatre Limited,London,London,London,Theatre,True,570219,570219,570219,1710657,570219,570219,570219,570219,2280876,GIA,0,,Merton,http://www.polkatheatre.com,Grant in Aid,Band 2,False,False,False,False
Poole Arts Trust Ltd,2,,South West,South West,South West,Combined arts,True,342213,342213,342213,1026639,342213,342213,342213,342213,1368852,GIA,0,,Poole,http://www.lighthousepoole.co.uk,Grant in Aid,Band 2,False,False,False,False
Pop Up Projects CIC,1,,South East,East,East of England,Literature,True,85203,85203,85203,255609,85203,85203,85203,85203,340812,GIA,0,,Peterborough,http://www.pop-up.org.uk,Grant in Aid,Band 1,False,False,False,False
PopUp Initiative CIC (The NewBridge Project),1,,North,North East,North East,Visual arts,False,0,0,0,0,70000,70000,70000,70000,280000,GIA,,,Newcastle upon Tyne,http://www.thenewbridgeproject.com,Grant in Aid,Band 1,False,False,False,False
Portsmouth New Theatre Royal,1,new theatre royal trustees (portsmouth) limited ,South West,South West,South East,Theatre,True,92951,92951,92951,278855,249950,249950,249950,249950,999800,GIA,1.6890236987333933,,Portsmouth,http://www.newtheatreroyal.com,Grant in Aid,Band 1,False,False,False,False
Prema Arts Centre,1,Prema,South West,South West,South West,Combined arts,True,69258,69258,69258,207774,69258,69258,69258,69258,277032,GIA,0,,Stroud,http://www.prema.org.uk,Grant in Aid,Band 1,False,False,False,False
Preston City Council,1,,North,North West,North West,Museums,False,0,0,0,0,225000,225000,225000,225000,900000,GIA,,,Preston,http://www.harrismuseum.org.uk,Grant in Aid,Band 1,False,False,False,False
Primary,1,Nottingham Studios,Midlands,East Midlands,East Midlands,Visual arts,False,0,0,0,0,65000,65000,65000,65000,260000,GIA,,,Nottingham,http://www.weareprimary.org,Grant in Aid,Band 1,False,False,False,False
Prime Theatre,1,,South West,South West,South West,Theatre,True,87937,87937,87937,263811,87937,87937,87937,87937,351748,LOT,0,,Swindon,http://www.primetheatre.co.uk,National Lottery,Band 1,False,False,False,False
Prism Arts,1,,North,North West,North West,Combined arts,True,50613,50613,50613,151839,50613,50613,50613,50613,202452,LOT,0,,Carlisle,http://www.prismarts.org.uk,National Lottery,Band 1,False,False,False,False
Project Art Works,1,,South East,South East,South East,Visual arts,True,93000,93000,93000,279000,149676,149676,149676,149676,598704,GIA,0.6094193548387097,,Hastings,http://www.projectartworks.org,Grant in Aid,Band 1,False,False,False,False
Project Phakama UK,1,,London,London,London,Theatre,True,83101,83101,83101,249303,83101,83101,83101,83101,332404,GIA,0,,Tower Hamlets,http://www.projectphakama.org,Grant in Aid,Band 1,False,False,False,False
Project Space Leeds,2,,North,Yorkshire,Yorkshire and The Humber,Visual arts,False,0,0,0,0,250000,250000,250000,250000,1000000,GIA,,,Leeds,http://www.thetetley.org,Grant in Aid,Band 2,False,False,False,False
Protein Dance Ltd,1,,London,London,London,Dance,True,203762,203762,203762,611286,238762,238762,238762,238762,955048,LOT,0.1717690246464012,,Greenwich,http://www.proteindance.co.uk,National Lottery,Band 1,False,False,False,False
Proteus Theatre Company,1,,South West,South West,South East,Theatre,False,0,0,0,0,68600,68600,68600,68600,274400,LOT,,,Basingstoke and Deane,http://www.proteustheatre.com,National Lottery,Band 1,False,False,False,False
Psappha Limited,1,,North,North West,North West,Music,True,82000,82000,82000,246000,82000,82000,82000,82000,328000,GIA,0,,Manchester,http://www.psappha.com/,Grant in Aid,Band 1,False,False,False,False
PUNCH RECORDS,2,,Midlands,West Midlands,West Midlands,Music,True,251449,251449,251449,754348,251449,251449,251449,251449,1005796,GIA,-1.6002863246953593e-06,,Birmingham,http://www.punch-reocrds.co.uk,Grant in Aid,Band 2,False,False,False,False
Punchdrunk,1,,London,London,London,Theatre,True,226304,226304,226304,678912,226304,226304,226304,226304,905216,GIA,0,,Haringey,http://www.punchdrunk.org.uk,Grant in Aid,Band 1,False,False,False,False
Quarantine,1,,North,North West,North West,Theatre,True,160927,160927,160927,482782,160928,160928,160928,160928,643712,GIA,2.3766569112221718e-06,,Manchester,http://qtine.com,Grant in Aid,Band 1,False,False,False,False
Queen's Hall Arts,1,,North,North East,North East,Combined arts,True,118147,118147,118147,354441,118147,118147,118147,118147,472588,GIA,0,,Northumberland,http://www.queenshall.co.uk,Grant in Aid,Band 1,False,False,False,False
Rambert,3,,London,London,London,Dance,True,2237000,2237000,2237000,6711000,2237000,2237000,2237000,2237000,8948000,LOT,0,,Lambeth,http://rambert.org.uk,National Lottery,Band 3,False,False,False,False
Raw Material Music and Media Education,1,,London,London,London,Music,True,117234,117234,117234,351702,117234,117234,117234,117234,468936,LOT,0,,Lambeth,http://rawmusicmedia.co.uk/,National Lottery,Band 1,False,False,False,False
Re:Bourne,3,,South East,South East,South East,Dance,True,1294000,1294000,1294000,3882000,1294000,1294000,1294000,1294000,5176000,LOT,0,,Waverley,http://www.new-adventures.net,National Lottery,Band 3,False,False,False,False
Readipop,1,,South East,South East,South East,Music,False,0,0,0,0,90000,90000,90000,90000,360000,GIA,,,Reading,http://www.readipop.co.uk,Grant in Aid,Band 1,False,False,False,False
Real Ideas Organisation CIC,SSO,,South West,South West,South West,Not discipline specific,True,875680,875680,875680,2627041,875680,875680,875680,875680,3502720,LOT,-3.889189425327907e-07,Bridge Organisation,Plymouth,http://www.realideas.org,National Lottery,Sector Support Organisation,True,False,False,False
Real Ideas Organisation CIC,1,,South West,South West,South West,Combined arts,False,0,0,0,0,150000,150000,150000,150000,600000,GIA,,,Plymouth,http://www.realideas.org,Grant in Aid,Band 1,False,False,False,False
Red Earth Theatre Limited,1,,Midlands,East Midlands,East Midlands,Theatre,True,100579,100579,100579,301739,100580,100580,100580,100580,402320,LOT,2.376656911077491e-06,,Amber Valley,http://www.redearththeatre.com,National Lottery,Band 1,False,False,False,False
Red Ladder Theatre Company,1,,North,Yorkshire,Yorkshire and The Humber,Theatre,False,0,0,0,0,165000,165000,165000,165000,660000,LOT,,,Leeds,http://www.redladder.co.uk,National Lottery,Band 1,False,False,False,False
Redbridge Drama Centre,1,Vision - Redbridge Culture & Leisure Ltd,London,London,London,Theatre,True,65000,65000,65000,195000,65000,65000,65000,65000,260000,LOT,0,,Redbridge,http://www.redbridgedramacentre.co.uk,National Lottery,Band 1,False,False,False,False
Redeye (North West Photography Network) Ltd,SSO,,North,North West,North West,Visual arts,True,87921,87921,87921,263763,87921,87921,87921,87921,351684,GIA,0,,Manchester,http://www.redeye.org.uk,Grant in Aid,Sector Support Organisation,False,False,False,False
Resonance,1,London Musicians' Collective Limited,London,London,London,Visual arts,True,160277,160277,160277,480831,160277,160277,160277,160277,641108,GIA,0,,Southwark,http://resonance.fm,Grant in Aid,Band 1,False,False,False,False
Rich Mix Cultural Foundation,2,,London,London,London,Combined arts,True,301738,301738,301738,905214,301738,301738,301738,301738,1206952,GIA,0,,Tower Hamlets,http://www.richmix.org.uk,Grant in Aid,Band 2,False,False,False,False
Rifco Arts,2,,South East,East,East of England,Theatre,True,295404,295404,295404,886212,325404,325404,325404,325404,1301616,LOT,0.10155583539830199,,Watford,http://www.rifcoarts.com,National Lottery,Band 2,False,False,False,False
Ripon Museum Trust,1,,North,Yorkshire,Yorkshire and The Humber,Museums,False,0,0,0,0,140000,140000,140000,140000,560000,GIA,,,Harrogate,http://riponmuseums.co.uk,Grant in Aid,Band 1,False,False,False,False
RJC Dance,1,RJC Productions Ltd,North,Yorkshire,Yorkshire and The Humber,Dance,True,75224,75224,75224,225672,75224,75224,75224,75224,300896,GIA,0,,Leeds,http://www.rjcdance.org.uk,Grant in Aid,Band 1,False,False,False,False
Rosehill Arts Trust,1,,North,North West,North West,Combined arts,True,62287,62287,62287,186862,62287,62287,62287,62287,249148,GIA,-6.262487471893455e-06,,Copeland,http://rosehilltheatre.co.uk,Grant in Aid,Band 1,False,False,False,False
Roses Theatre Trust,1,,South West,South West,South West,Theatre,True,85493,85493,85493,256479,85493,85493,85493,85493,341972,GIA,0,,Tewkesbury,http://rosestheatre.org,Grant in Aid,Band 1,False,False,False,False
Rosetta Art Centre,1,,London,London,London,Visual arts,False,0,0,0,0,45000,45000,45000,45000,180000,GIA,,,Newham,http://www.rosettaarts.org,Grant in Aid,Band 1,False,False,False,False
Rosie Kay Dance Company,1,,Midlands,West Midlands,West Midlands,Dance,False,0,0,0,0,150000,150000,150000,150000,600000,GIA,,,Birmingham,http://rosiekay.co.uk,Grant in Aid,Band 1,False,False,False,False
Rotherham Open Arts Renaissance (ROAR),1,,North,Yorkshire,Yorkshire and The Humber,Combined arts,True,67079,67079,67079,201237,70439,70439,70439,70439,281756,GIA,0.05009019216148124,,Rotherham,http://www.rotherhamroar.com,Grant in Aid,Band 1,False,False,False,False
Royal Court Liverpool Trust,1,,North,North West,North West,Theatre,False,0,0,0,0,225000,225000,225000,225000,900000,GIA,,,Liverpool,http://www.royalcourtliverpool.com,Grant in Aid,Band 1,False,False,False,False
Royal Exchange Theatre Company Ltd,3,,North,North West,North West,Theatre,True,2332000,2332000,2332000,6996000,2332000,2332000,2332000,2332000,9328000,GIA,0,,Manchester,http://www.royalexchange.co.uk,Grant in Aid,Band 3,False,False,False,False
Royal Liverpool Philharmonic,3,,North,North West,North West,Music,True,2231646,2231646,2231646,6694938,2231646,2231646,2231646,2231646,8926584,GIA,0,,Liverpool,http://liverpoolphil.com,Grant in Aid,Band 3,False,False,False,False
Royal Opera House,3,,London,London,London,Music,True,24772000,24772000,24772000,74316000,24028840,24028840,24028840,24028840,96115360,GIA,-0.03,,Westminster,http://www.roh.org.uk,Grant in Aid,Band 3,False,False,False,False
Royal Opera House,SSO,,South East,East,East of England,Not discipline specific,True,726841,726841,726841,2180524,726841,726841,726841,726841,2907364,LOT,-6.629147424558873e-07,Bridge Organisation,Thurrock,http://www.roh.org.uk,National Lottery,Sector Support Organisation,True,False,False,False
Royal Philharmonic Orchestra Ltd,2,,London,London,London,Music,True,946394,946394,946394,2839182,946394,946394,946394,946394,3785576,GIA,0,,Islington,http://www.rpo.co.uk,Grant in Aid,Band 2,False,False,False,False
Royal Shakespeare Company,3,,Midlands,West Midlands,West Midlands,Theatre,True,15447000,15447000,15447000,46341000,14984000,14984000,14984000,14984000,59936000,GIA,-0.029973457629313135,,Stratford-on-Avon,http://www.rsc.org.uk,Grant in Aid,Band 3,False,False,False,False
RTYDS Ltd,SSO,,National,North West,North West,Theatre,False,0,0,0,0,185000,185000,185000,185000,740000,GIA,,,Manchester,http://www.rtyds.co.uk,Grant in Aid,Sector Support Organisation,False,False,False,False
